transformer_id,region_id,capacity_kva,installation_date,last_maintenance_date,failure_count,health_score
500514,106,500,2022-03-31,2024-07-06,3,66.99
500515,118,25,2010-02-11,2026-01-09,1,92.82
500516,106,250,2013-10-07,2026-03-08,0,100.0
500517,121,25,2020-04-04,2025-01-31,7,0.0
500518,124,63,2009-07-10,2024-07-11,5,73.92
500519,105,1000,2018-09-01,2025-04-27,3,70.79
500520,125,100,2018-12-19,2025-04-13,3,59.23
500521,118,160,2020-04-10,2025-03-17,3,70.4
500522,115,100,2022-01-08,2024-07-28,2,71.18
500523,122,250,2011-04-30,2025-07-09,0,100.0
500524,121,160,2009-11-07,2025-04-26,0,100.0
500525,104,500,2020-10-13,2025-02-26,2,84.57
500526,123,500,2024-10-27,2025-10-10,3,82.37
500527,109,100,2014-02-26,2024-08-27,0,100.0
500528,111,250,2007-08-09,2026-02-11,1,86.0
500529,111,250,2014-01-25,2025-04-22,1,89.42
500530,121,250,2010-07-30,2024-11-17,3,81.59
500531,107,500,2012-03-16,2026-04-25,0,100.0
500532,123,25,2022-03-05,2025-08-11,2,80.95
500533,116,1000,2010-12-08,2024-09-28,2,81.94
500534,120,100,2016-10-16,2025-10-21,0,100.0
500535,124,100,2021-07-02,2024-08-05,1,94.36
500536,116,63,2011-06-03,2024-12-07,5,74.43
500537,104,160,2006-06-11,2025-10-26,4,67.87
500538,124,25,2010-08-03,2025-01-16,0,100.0
500539,101,25,2008-12-06,2025-07-08,2,73.03
500540,116,160,2021-03-10,2025-05-08,0,100.0
500541,108,63,2016-02-11,2025-04-23,0,100.0
500542,123,63,2014-12-24,2025-03-03,3,62.6
500543,112,25,2025-01-03,2025-03-18,1,89.21
500544,101,100,2022-06-30,2026-02-14,2,75.18
500545,107,100,2021-07-03,2025-01-02,2,77.13
500546,112,25,2015-02-11,2026-03-12,2,83.97
500547,103,1000,2015-04-26,2025-05-18,1,91.0
500548,110,25,2023-07-27,2026-02-24,1,88.82
500549,111,160,2008-01-08,2026-01-13,2,79.6
500550,121,160,2018-08-19,2024-10-11,1,95.0
500551,109,63,2012-07-01,2024-09-03,2,78.27
500552,118,500,2008-01-11,2026-05-21,2,85.01
500553,101,500,2016-12-22,2025-01-11,1,89.39
500554,115,63,2015-05-14,2025-12-20,2,86.81
500555,105,160,2016-02-11,2025-12-24,3,61.47
500556,109,25,2015-06-21,2024-12-22,2,80.47
500557,111,250,2017-01-19,2025-07-15,3,61.5
500558,121,250,2016-06-15,2024-07-28,0,100.0
500559,118,1000,2008-08-03,2026-05-09,1,92.43
500560,115,1000,2012-07-16,2026-01-12,1,89.33
500561,125,160,2007-01-15,2025-11-07,1,91.26
500562,113,1000,2009-04-07,2025-12-10,4,42.89
500563,122,25,2010-05-16,2026-03-02,2,73.04
500564,109,250,2015-08-29,2025-02-12,1,85.22
500565,122,63,2010-06-16,2024-07-23,1,87.77
500566,125,250,2012-12-05,2026-01-14,0,100.0
500567,103,250,2019-09-28,2025-07-24,0,100.0
500568,113,63,2022-07-09,2025-05-21,5,72.6
500569,115,1000,2012-05-01,2026-02-05,0,100.0
500570,111,160,2011-10-17,2025-08-14,2,71.65
500571,112,500,2020-09-22,2026-03-05,1,88.73
500572,113,63,2012-05-09,2025-03-09,1,94.26
500573,117,250,2015-10-06,2025-07-02,0,100.0
500574,121,1000,2022-05-21,2025-02-20,3,74.76
500575,116,250,2016-04-11,2025-09-29,6,54.67
500576,104,25,2021-02-12,2025-10-15,0,100.0
500577,120,500,2008-04-15,2025-10-12,3,68.46
500578,114,500,2022-04-22,2025-03-15,2,82.23
500579,109,250,2012-10-01,2024-08-09,1,94.8
500580,125,63,2014-07-15,2025-09-03,1,89.37
500581,101,160,2016-06-14,2024-09-21,5,53.74
500582,105,25,2022-08-27,2025-11-27,2,74.16
500583,119,100,2023-07-05,2026-05-06,2,74.26
500584,105,1000,2016-06-08,2025-03-26,3,73.81
500585,111,100,2023-03-09,2025-12-08,2,71.54
500586,105,100,2023-12-05,2025-11-22,2,79.12
500587,108,160,2013-04-28,2025-02-17,0,100.0
500588,103,160,2012-10-08,2024-11-28,0,100.0
500589,103,1000,2023-06-24,2025-12-10,1,90.37
500590,110,250,2019-08-04,2024-11-13,1,88.45
500591,117,250,2016-11-09,2025-01-23,3,70.97
500592,112,500,2011-02-12,2026-04-22,3,72.59
500593,115,250,2013-06-06,2026-01-23,2,80.18
500594,114,160,2007-10-28,2025-12-25,3,66.83
500595,103,63,2007-12-18,2025-06-19,2,79.38
500596,125,160,2019-10-30,2024-06-30,2,89.57
500597,123,250,2020-02-07,2026-05-07,2,72.23
500598,113,25,2023-02-09,2026-05-10,4,69.09
500599,108,250,2017-08-31,2025-01-10,1,87.08
500600,120,1000,2024-02-10,2024-12-16,2,71.55
500601,125,1000,2017-01-04,2025-10-16,3,82.23
500602,101,1000,2009-07-05,2025-11-30,3,63.02
500603,117,500,2008-06-22,2026-04-23,1,86.08
500604,122,100,2007-02-25,2026-01-02,2,72.96
500605,109,1000,2006-10-16,2025-03-13,2,75.77
500606,121,500,2010-12-10,2026-01-24,4,76.85
500607,123,100,2015-03-06,2025-07-24,1,93.19
500608,108,250,2015-06-16,2025-10-05,1,90.47
500609,123,250,2024-08-10,2026-02-15,1,88.47
500610,104,100,2010-11-16,2024-08-27,2,81.69
500611,121,500,2020-12-22,2025-05-04,0,100.0
500612,112,250,2012-09-18,2026-04-29,1,87.73
500613,102,250,2024-08-14,2026-03-05,1,90.49
500614,108,500,2013-07-08,2025-08-28,2,88.26
500615,102,1000,2016-03-22,2025-02-13,6,39.61
500616,108,160,2014-05-07,2024-08-15,1,86.97
500617,116,500,2023-09-29,2024-10-20,2,80.42
500618,121,63,2016-08-16,2024-10-10,3,70.17
500619,106,1000,2011-10-19,2025-02-03,5,41.93
500620,102,250,2022-09-26,2026-03-02,2,73.07
500621,106,100,2015-09-18,2024-07-23,6,25.06
500622,112,63,2010-01-14,2025-07-23,3,61.29
500623,125,25,2010-11-22,2024-12-07,1,87.0
500624,110,250,2007-11-14,2025-02-26,2,77.4
500625,122,250,2009-08-26,2024-10-09,1,89.28
500626,116,250,2024-12-23,2025-07-10,1,90.52
500627,110,250,2006-09-04,2025-04-21,0,100.0
500628,119,100,2019-01-22,2025-07-07,4,45.25
500629,107,250,2020-11-28,2025-08-18,0,100.0
500630,105,100,2023-03-07,2024-10-14,0,100.0
500631,107,63,2006-11-07,2024-12-30,3,76.61
500632,123,1000,2009-06-08,2024-09-02,4,42.89
500633,110,1000,2022-11-03,2025-09-28,2,72.48
500634,125,250,2012-12-28,2025-11-14,2,87.45
500635,102,1000,2016-08-13,2026-04-30,1,93.53
500636,117,25,2016-01-20,2025-08-01,3,76.27
500637,124,25,2013-09-24,2025-09-03,3,80.61
500638,121,160,2020-12-15,2025-12-27,1,86.76
500639,119,1000,2019-08-08,2024-10-13,1,88.54
500640,117,250,2022-12-19,2024-07-20,2,78.27
500641,124,25,2021-05-22,2024-06-24,0,100.0
500642,113,160,2018-11-02,2024-11-16,2,78.8
500643,121,100,2009-08-05,2025-05-01,4,66.2
500644,103,1000,2015-10-01,2024-07-08,2,78.18
500645,117,250,2007-09-28,2025-12-14,1,88.32
500646,104,100,2021-01-23,2026-05-24,4,63.47
500647,110,63,2023-11-20,2024-07-23,1,90.8
500648,103,63,2014-12-28,2025-08-20,2,79.74
500649,121,160,2018-03-24,2026-03-28,1,91.81
500650,118,1000,2017-11-01,2025-01-22,2,85.11
500651,105,160,2014-12-02,2025-04-25,1,94.62
500652,102,100,2022-02-07,2026-03-16,3,71.65
500653,109,250,2022-07-24,2025-11-13,0,100.0
500654,102,250,2008-01-15,2025-10-26,1,86.83
500655,118,25,2025-04-24,2025-03-10,3,62.39
500656,104,100,2019-10-26,2025-03-21,2,76.66
500657,120,500,2019-03-02,2025-02-03,1,93.61
500658,114,100,2023-11-21,2025-09-04,1,85.1
500659,105,160,2012-09-13,2024-07-26,2,83.33
500660,104,100,2011-10-13,2025-07-07,3,82.16
500661,105,25,2020-01-17,2025-08-06,1,93.62
500662,107,160,2019-08-03,2026-02-07,4,40.51
500663,113,250,2022-04-20,2025-07-04,1,94.22
500664,116,500,2007-05-21,2025-12-28,2,80.04
500665,108,500,2013-02-28,2025-08-17,1,94.9
500666,113,100,2012-12-17,2024-11-24,3,71.71
500667,103,250,2012-04-28,2024-08-08,2,85.14
500668,111,100,2025-04-16,2025-08-20,5,73.21
500669,120,63,2018-04-22,2026-06-05,2,83.19
500670,108,25,2021-06-22,2025-09-14,0,100.0
500671,103,250,2022-05-07,2025-10-29,3,59.46
500672,117,63,2015-02-06,2025-07-05,2,73.17
500673,113,1000,2012-05-29,2025-02-16,1,88.38
500674,115,500,2013-07-12,2025-08-19,3,67.18
500675,122,250,2007-07-31,2025-01-08,4,55.72
500676,123,100,2021-07-11,2025-11-25,0,100.0
500677,118,100,2014-03-19,2024-07-27,3,62.74
500678,102,25,2006-10-21,2025-07-13,2,76.32
500679,124,63,2020-06-28,2025-07-28,1,91.4
500680,102,25,2024-09-18,2025-02-15,0,100.0
500681,117,500,2007-07-20,2026-01-01,0,100.0
500682,119,500,2024-12-21,2024-09-26,4,46.97
500683,110,250,2022-05-19,2026-04-06,0,100.0
500684,104,25,2022-11-16,2024-11-08,4,69.07
500685,122,63,2017-05-14,2025-04-09,3,81.6
500686,122,500,2009-09-24,2025-10-11,3,62.36
500687,124,100,2023-03-18,2026-03-15,2,82.42
500688,104,100,2024-10-20,2026-01-22,1,88.38
500689,112,63,2016-02-20,2025-12-12,2,71.45
500690,101,250,2018-12-28,2024-09-02,0,100.0
500691,109,100,2011-05-18,2025-01-10,0,100.0
500692,116,500,2012-06-12,2026-04-18,0,100.0
500693,106,100,2011-08-17,2024-09-25,4,47.05
500694,115,100,2014-03-27,2025-02-19,2,76.24
500695,120,25,2022-03-02,2026-02-02,2,86.28
500696,116,25,2012-07-01,2025-12-23,4,65.33
500697,110,1000,2008-07-23,2026-02-02,1,87.37
500698,117,100,2020-11-03,2025-11-11,3,63.01
500699,102,250,2015-03-04,2025-03-23,0,100.0
500700,107,1000,2012-07-11,2024-07-22,3,63.49
500701,111,1000,2015-10-01,2024-06-19,3,64.26
500702,108,100,2013-01-31,2025-07-27,2,84.97
500703,107,25,2012-11-14,2025-10-27,1,85.67
500704,101,100,2015-11-22,2026-03-18,3,60.12
500705,115,25,2025-04-19,2025-08-14,0,100.0
500706,114,100,2023-03-04,2025-12-22,3,72.25
500707,125,160,2016-08-02,2025-12-29,2,77.08
500708,111,1000,2016-10-18,2024-11-02,1,91.29
500709,120,63,2019-09-08,2024-08-26,3,67.82
500710,125,500,2010-05-21,2024-11-25,0,100.0
500711,106,100,2013-12-17,2025-10-23,2,89.43
500712,110,1000,2011-03-07,2025-12-08,1,92.25
500713,105,500,2023-11-18,2025-02-17,1,87.62
500714,121,250,2007-08-13,2024-09-24,3,81.48
500715,101,63,2018-04-16,2025-08-26,7,39.47
500716,102,500,2018-03-27,2026-02-07,3,59.71
500717,106,500,2011-04-19,2026-01-15,3,77.12
500718,104,250,2008-10-09,2025-08-24,0,100.0
500719,112,63,2018-11-05,2025-01-30,2,80.87
500720,117,63,2022-09-23,2025-05-19,2,76.39
500721,124,63,2017-12-23,2025-10-15,4,78.19
500722,104,250,2014-06-17,2025-04-05,1,87.25
500723,106,160,2008-10-05,2025-02-18,4,44.81
500724,117,63,2008-05-05,2025-10-09,2,85.99
500725,103,250,2012-02-26,2025-01-28,7,37.86
500726,107,63,2008-11-29,2026-03-08,4,68.17
500727,106,250,2016-09-17,2024-08-01,2,86.64
500728,113,100,2013-05-03,2025-12-13,2,87.48
500729,121,250,2007-02-18,2025-11-02,1,90.37
500730,101,63,2024-08-16,2024-10-19,4,75.04
500731,124,1000,2024-06-01,2024-06-17,1,92.26
500732,119,63,2007-12-10,2024-12-29,3,57.86
500733,116,500,2021-10-02,2025-12-26,2,79.1
500734,107,1000,2022-08-31,2025-04-09,3,70.09
500735,101,25,2024-12-13,2026-06-02,0,100.0
500736,102,160,2008-10-07,2025-04-27,0,100.0
500737,116,1000,2006-08-26,2024-07-07,2,84.14
500738,103,1000,2015-11-22,2025-12-13,1,93.37
500739,115,500,2012-01-10,2024-11-06,2,81.96
500740,112,25,2023-08-28,2025-04-13,1,91.16
500741,122,250,2017-05-20,2025-03-20,1,93.63
500742,104,500,2007-01-10,2024-12-21,4,73.8
500743,113,160,2007-12-10,2025-09-13,1,86.23
500744,106,63,2010-02-15,2025-08-02,1,85.22
500745,116,25,2015-06-20,2025-11-03,2,81.71
500746,114,160,2024-07-31,2024-12-04,3,83.88
500747,110,1000,2014-04-05,2025-07-13,1,91.14
500748,107,160,2024-08-29,2026-04-06,3,56.7
500749,102,63,2021-04-22,2026-01-19,1,89.45
500750,102,1000,2016-03-25,2025-01-28,0,100.0
500751,106,160,2021-07-26,2024-09-18,1,88.0
500752,107,250,2007-07-25,2026-06-05,1,93.17
500753,110,1000,2014-06-27,2025-07-23,1,90.29
500754,107,25,2024-08-11,2025-06-30,2,81.47
500755,114,160,2013-07-03,2025-02-28,0,100.0
500756,110,500,2014-06-14,2026-03-24,3,58.67
500757,118,500,2009-10-19,2025-10-10,1,85.88
500758,113,25,2020-08-18,2026-02-26,3,63.5
500759,123,160,2016-04-27,2026-06-03,1,85.47
500760,114,100,2020-04-04,2024-08-23,3,76.36
500761,118,25,2015-01-29,2025-01-13,2,85.01
500762,116,25,2024-09-17,2024-09-29,2,84.12
500763,125,63,2009-08-25,2026-02-07,4,73.67
500764,113,1000,2014-10-13,2025-02-18,2,85.94
500765,110,100,2023-12-05,2024-12-16,1,92.26
500766,123,100,2019-04-12,2026-02-11,3,65.76
500767,125,63,2012-09-17,2024-07-28,5,41.52
500768,105,63,2009-03-27,2025-09-16,2,76.55
500769,121,63,2010-06-12,2024-06-10,1,87.53
500770,113,100,2008-09-29,2025-07-13,3,57.4
500771,111,250,2010-09-22,2024-06-22,1,88.35
500772,120,1000,2009-09-26,2025-04-16,2,80.45
500773,115,100,2018-05-23,2024-11-20,3,74.23
500774,115,63,2017-05-07,2025-06-07,2,78.3
500775,121,25,2010-02-04,2024-12-31,2,75.62
500776,110,25,2022-05-13,2025-09-19,2,81.47
500777,118,25,2020-12-06,2025-12-01,2,72.68
500778,106,100,2007-10-20,2026-02-09,3,74.59
500779,105,100,2020-10-06,2025-09-01,2,86.47
500780,125,63,2007-08-03,2024-12-05,2,83.12
500781,111,250,2020-10-18,2025-05-15,3,61.94
500782,101,25,2018-09-11,2026-05-20,1,91.86
500783,110,63,2011-11-18,2026-05-19,2,85.29
500784,118,500,2023-10-11,2025-01-08,2,71.86
500785,123,100,2008-01-24,2024-07-19,2,80.05
500786,106,63,2016-08-20,2026-03-02,1,92.9
500787,118,25,2010-11-03,2024-12-01,1,86.42
500788,107,250,2011-07-15,2024-11-14,3,62.61
500789,125,1000,2024-10-22,2025-03-02,2,75.22
500790,110,500,2025-03-01,2025-09-06,3,66.95
500791,110,100,2022-02-23,2025-02-18,6,42.69
500792,121,1000,2021-09-07,2025-10-24,2,78.36
500793,106,160,2017-11-13,2025-02-09,1,91.64
500794,102,250,2009-08-02,2024-08-01,5,43.05
500795,124,250,2006-09-15,2026-02-13,1,87.84
500796,102,1000,2010-01-11,2026-02-06,0,100.0
500797,115,1000,2024-01-24,2024-07-19,2,71.74
500798,112,1000,2009-11-30,2025-09-10,3,60.78
500799,121,63,2024-07-30,2024-11-08,1,87.43
500800,125,63,2025-02-21,2025-11-07,6,34.34
500801,122,160,2018-05-17,2024-08-26,1,89.57
500802,103,25,2015-10-31,2025-12-11,3,83.03
500803,120,25,2014-11-03,2025-07-20,0,100.0
500804,111,160,2010-11-01,2025-05-18,2,81.86
500805,124,63,2020-05-03,2025-11-09,1,85.83
500806,103,100,2019-09-27,2026-05-22,2,81.28
500807,123,25,2014-06-19,2026-03-14,1,85.39
500808,101,500,2007-09-03,2025-08-03,0,100.0
500809,113,25,2013-02-03,2024-07-30,3,66.1
500810,106,1000,2008-12-15,2026-01-18,0,100.0
500811,103,25,2017-04-01,2024-12-02,0,100.0
500812,125,160,2016-06-04,2025-01-23,5,27.37
500813,115,100,2006-08-08,2025-01-25,0,100.0
500814,118,100,2014-07-12,2026-03-20,4,64.67
500815,121,63,2016-10-11,2025-04-12,0,100.0
500816,117,250,2022-03-24,2024-11-25,2,81.07
500817,113,500,2011-12-20,2025-04-15,1,88.64
500818,109,1000,2013-11-23,2024-06-14,3,84.15
500819,121,250,2017-12-17,2026-01-27,1,90.37
500820,115,500,2012-07-04,2024-11-01,2,83.58
500821,121,160,2021-12-18,2025-10-01,2,80.01
500822,118,63,2015-08-03,2024-06-24,0,100.0
500823,109,25,2016-03-12,2025-10-15,2,83.43
500824,124,500,2010-01-27,2025-06-16,2,71.53
500825,101,100,2016-02-10,2024-11-29,1,88.68
500826,114,25,2014-03-08,2025-11-10,5,63.19
500827,119,63,2020-12-05,2025-05-20,4,58.23
500828,103,160,2020-12-10,2025-12-04,2,87.74
500829,109,160,2015-09-23,2025-07-30,3,69.01
500830,102,500,2025-05-30,2026-05-11,2,84.82
500831,121,100,2011-08-27,2024-11-07,2,86.3
500832,102,100,2012-09-06,2024-06-19,2,84.3
500833,109,500,2017-02-03,2024-10-21,2,75.39
500834,101,1000,2008-02-07,2025-11-16,2,84.33
500835,125,63,2014-10-16,2025-08-29,0,100.0
500836,113,250,2020-04-01,2026-03-23,1,93.33
500837,102,160,2020-08-20,2025-02-18,1,86.78
500838,105,250,2017-12-18,2025-08-26,5,25.85
500839,125,63,2021-11-12,2026-03-09,2,83.39
500840,111,63,2019-02-13,2025-03-18,3,78.4
500841,123,500,2014-03-21,2025-12-04,3,73.07
500842,103,160,2024-08-03,2026-05-04,0,100.0
500843,107,25,2015-07-03,2025-05-02,0,100.0
500844,106,250,2023-01-20,2025-03-21,2,74.88
500845,120,100,2021-03-14,2024-07-17,2,80.48
500846,122,250,2019-09-27,2025-10-30,0,100.0
500847,101,1000,2019-07-21,2025-03-10,2,71.17
500848,119,500,2025-01-24,2024-09-01,0,100.0
500849,118,63,2013-09-20,2025-11-13,1,86.26
500850,124,25,2022-05-17,2025-04-08,2,76.04
500851,116,100,2024-01-04,2026-03-10,2,75.4
500852,125,25,2012-07-08,2025-09-21,1,91.08
500853,103,250,2013-05-21,2024-08-29,2,75.97
500854,120,63,2020-10-04,2026-01-17,4,58.05
500855,105,25,2008-05-07,2026-03-18,1,92.8
500856,106,250,2011-02-11,2026-05-05,4,79.38
500857,104,500,2020-05-02,2025-01-23,3,67.18
500858,108,500,2013-02-16,2025-11-16,2,75.68
500859,125,100,2012-07-06,2026-02-08,2,88.89
500860,109,1000,2021-03-11,2026-05-18,1,93.44
500861,105,1000,2015-04-06,2025-11-28,0,100.0
500862,113,25,2008-11-20,2026-04-19,2,71.47
500863,105,250,2013-03-27,2025-11-15,2,88.04
500864,101,100,2021-07-26,2025-11-08,2,74.0
500865,107,500,2022-05-01,2025-11-29,1,91.0
500866,116,25,2019-03-06,2024-06-28,4,77.15
500867,105,1000,2013-03-25,2025-11-07,1,94.19
500868,110,160,2024-09-06,2025-06-30,1,92.98
500869,112,1000,2021-10-28,2024-08-14,0,100.0
500870,111,500,2010-11-21,2026-02-21,3,76.74
500871,106,63,2019-07-16,2025-09-08,3,60.92
500872,120,1000,2015-01-28,2024-07-29,2,76.08
500873,109,100,2015-01-10,2026-04-19,1,90.62
500874,107,100,2010-11-09,2024-10-29,3,69.33
500875,112,160,2017-03-08,2026-04-26,1,85.39
500876,124,160,2020-04-22,2025-10-01,4,70.37
500877,121,500,2008-07-29,2025-01-05,1,88.82
500878,114,250,2023-06-19,2025-06-22,3,74.64
500879,106,500,2013-04-20,2024-12-21,3,78.04
500880,117,1000,2020-01-07,2025-03-06,2,87.29
500881,116,160,2013-02-27,2024-09-10,3,69.82
500882,117,63,2012-11-23,2025-06-30,2,81.26
500883,113,500,2008-08-15,2025-02-20,2,89.37
500884,117,500,2011-04-23,2025-06-08,1,89.81
500885,117,63,2022-08-28,2025-05-30,5,57.39
500886,101,500,2025-02-05,2025-08-12,4,55.25
500887,113,500,2015-07-04,2024-12-03,2,74.84
500888,122,63,2025-03-19,2024-06-18,1,91.4
500889,112,25,2021-01-08,2025-02-27,0,100.0
500890,103,25,2019-03-13,2025-05-06,2,76.71
500891,123,500,2022-02-28,2025-01-01,2,72.47
500892,108,100,2015-12-12,2025-08-31,2,74.3
500893,122,160,2024-10-29,2025-07-21,0,100.0
500894,101,100,2015-03-22,2024-06-16,3,62.08
500895,110,25,2014-02-08,2024-12-20,4,63.12
500896,118,500,2023-09-07,2026-04-30,0,100.0
500897,102,1000,2017-01-10,2025-11-05,2,80.17
500898,124,100,2024-10-11,2025-03-01,2,77.61
500899,104,63,2018-08-12,2024-08-07,0,100.0
500900,113,25,2017-08-14,2025-09-11,5,65.16
500901,118,1000,2009-04-28,2025-09-26,1,88.76
500902,114,500,2010-01-28,2024-07-29,1,92.54
500903,115,160,2012-01-18,2024-08-29,1,92.74
500904,104,160,2006-06-15,2026-04-09,3,72.84
500905,111,250,2011-06-28,2025-08-18,3,72.8
500906,112,63,2012-04-08,2024-08-07,3,80.57
500907,115,160,2020-11-29,2025-06-14,2,80.28
500908,117,160,2019-01-11,2026-03-29,0,100.0
500909,113,100,2012-07-15,2024-10-28,0,100.0
500910,102,1000,2018-09-16,2025-04-10,2,78.61
500911,115,160,2013-12-02,2024-09-18,3,58.94
500912,113,1000,2015-11-01,2025-06-19,1,89.69
500913,117,250,2006-12-31,2025-06-21,2,72.36
500914,104,250,2013-04-14,2024-06-13,3,82.37
500915,103,1000,2023-01-30,2026-03-31,5,47.24
500916,112,160,2019-11-26,2025-12-01,1,86.71
500917,110,1000,2024-03-21,2026-04-22,2,75.12
500918,119,63,2008-06-30,2025-11-13,2,76.84
500919,120,100,2016-12-22,2025-04-16,0,100.0
500920,101,500,2017-05-21,2025-01-23,0,100.0
500921,120,63,2007-03-11,2026-01-31,3,59.02
500922,104,63,2020-12-30,2025-09-08,2,85.25
500923,118,160,2007-02-19,2024-10-05,0,100.0
500924,105,160,2015-02-16,2025-10-07,5,36.64
500925,103,250,2020-08-31,2025-11-21,3,64.5
500926,125,25,2018-06-11,2024-09-16,3,72.06
500927,112,160,2014-03-01,2026-01-29,3,56.9
500928,125,160,2024-03-23,2025-05-02,3,56.58
500929,114,250,2007-02-12,2025-12-01,0,100.0
500930,122,500,2015-12-19,2024-09-22,1,93.69
500931,108,100,2007-02-23,2025-04-04,2,76.35
500932,113,1000,2023-10-27,2024-11-04,1,87.95
500933,121,160,2007-12-31,2025-10-18,1,87.3
500934,124,25,2018-09-18,2024-07-30,0,100.0
500935,107,100,2012-01-18,2026-01-01,1,85.83
500936,122,250,2022-03-17,2024-07-05,3,80.68
500937,104,25,2025-05-01,2024-09-11,5,63.7
500938,120,1000,2007-02-03,2025-12-18,1,86.31
500939,109,25,2021-07-20,2026-05-05,0,100.0
500940,104,1000,2008-10-29,2025-07-05,2,87.34
500941,107,1000,2019-11-16,2026-04-10,1,88.85
500942,115,100,2010-12-08,2026-02-12,3,75.37
500943,103,63,2007-10-20,2026-01-05,2,72.56
500944,104,1000,2015-12-22,2025-02-17,3,84.99
500945,124,25,2023-05-08,2025-03-28,2,83.55
500946,123,100,2023-03-25,2025-01-25,2,85.89
500947,122,25,2023-11-21,2026-01-24,4,54.76
500948,110,500,2021-01-23,2024-07-27,1,94.92
500949,123,160,2006-11-06,2025-05-04,3,75.36
500950,121,1000,2018-05-06,2026-05-30,0,100.0
500951,122,500,2023-07-02,2025-11-04,1,92.86
500952,104,160,2014-01-02,2025-07-31,3,74.8
500953,102,100,2024-01-03,2026-02-27,1,90.18
500954,113,160,2025-05-22,2025-05-04,3,74.56
500955,102,25,2018-09-21,2024-08-11,3,84.46
500956,102,250,2016-11-20,2025-01-01,5,42.21
500957,111,25,2012-03-14,2025-01-31,5,59.01
500958,119,160,2019-01-07,2024-11-30,0,100.0
500959,116,1000,2025-05-07,2026-04-26,3,65.08
500960,112,100,2024-05-24,2024-11-12,1,94.43
500961,106,160,2007-12-23,2024-11-13,4,77.14
500962,115,63,2022-11-13,2024-06-14,0,100.0
500963,103,63,2015-07-15,2025-05-04,4,46.7
500964,105,500,2016-03-17,2025-08-05,4,67.29
500965,113,100,2009-02-07,2024-12-25,2,70.36
500966,101,1000,2015-08-16,2024-09-14,3,59.72
500967,104,160,2009-03-07,2024-12-23,3,56.05
500968,105,100,2011-01-22,2025-11-17,1,90.42
500969,110,160,2012-06-30,2024-12-13,6,35.71
500970,125,250,2013-09-15,2026-03-27,3,75.89
500971,111,25,2017-10-01,2026-02-21,0,100.0
500972,116,100,2019-05-02,2026-03-21,2,71.17
500973,119,500,2013-04-17,2026-01-19,3,64.59
500974,113,1000,2021-02-28,2024-07-06,2,82.67
500975,111,160,2015-05-20,2025-07-18,0,100.0
500976,105,100,2006-12-12,2026-02-20,2,76.64
500977,111,250,2009-12-12,2025-05-28,4,52.54
500978,105,25,2023-04-24,2024-09-11,3,79.43
500979,104,63,2016-10-15,2024-09-04,1,87.56
500980,110,100,2008-11-16,2024-07-10,2,73.66
500981,104,1000,2015-07-04,2026-04-14,2,73.91
500982,111,500,2015-03-22,2025-02-23,2,82.52
500983,106,160,2013-12-29,2026-05-22,0,100.0
500984,108,250,2011-07-06,2024-11-29,1,85.34
500985,121,1000,2014-03-24,2024-06-23,2,84.83
500986,116,1000,2021-11-10,2026-03-26,1,86.44
500987,117,25,2023-12-17,2025-03-22,3,76.37
500988,103,25,2021-08-06,2026-05-30,2,76.21
500989,107,160,2024-03-11,2025-05-03,3,60.06
500990,125,500,2016-12-26,2025-12-06,3,72.96
500991,120,250,2011-07-17,2025-05-21,4,79.33
500992,119,500,2016-08-17,2024-09-06,0,100.0
500993,101,250,2019-03-02,2025-05-16,1,91.38
500994,119,25,2008-12-21,2026-03-01,2,80.98
500995,119,1000,2012-06-14,2025-05-30,1,89.95
500996,108,100,2010-01-14,2025-08-10,3,84.33
500997,110,250,2024-01-05,2025-04-12,6,38.08
500998,101,500,2009-06-01,2024-12-26,1,88.73
500999,123,100,2014-04-17,2026-05-05,3,71.58
501000,116,1000,2024-12-21,2024-08-20,4,65.56
501001,121,250,2013-01-28,2025-07-08,7,35.46
501002,115,160,2020-09-21,2025-09-11,1,94.5
501003,119,63,2008-07-29,2025-11-07,2,75.16
